project_id,month,site_visits,training_hours,template_use,standups_per_week,early_warning_active,issues_opened,severe_issues,resolution_time_days,reporting_lag_days,data_quality_score,audit_score,kpi_met
P0052,2024-05-01,7,9.6,1,2,1,5,0,5.4,2.2,1.0,83.8,1
P0052,2024-06-01,6,7.5,1,2,1,0,0,4.4,1.8,1.0,85.8,1
P0052,2024-07-01,7,7.9,1,2,1,6,2,4.6,2.5,1.0,76.8,1
P0052,2024-08-01,4,7.7,1,2,1,2,0,4.1,1.2,0.992,78.0,1
P0052,2024-09-01,6,9.7,1,2,1,4,0,3.2,0.7,1.0,87.9,1
P0052,2024-10-01,6,9.9,1,2,1,6,0,4.9,1.7,1.0,85.6,1
P0052,2024-11-01,7,8.2,1,2,1,5,0,1.9,0.7,1.0,82.9,1
P0052,2024-12-01,4,8.5,1,2,1,4,0,5.8,0.7,0.952,79.2,1
P0053,2024-01-01,6,9.1,1,3,1,4,0,3.2,1.2,1.0,87.8,1
P0053,2024-02-01,2,5.8,1,3,1,10,4,3.2,0.8,0.657,74.7,1
P0053,2024-03-01,3,7.3,1,3,1,7,1,2.8,0.1,0.817,70.9,1
P0053,2024-04-01,3,3.4,1,3,1,7,1,4.1,0.7,0.779,79.5,1
P0053,2024-05-01,5,6.7,1,3,1,7,0,4.2,2.0,0.973,75.6,1
P0053,2024-06-01,5,5.5,1,3,1,4,0,4.8,1.5,1.0,88.0,1
P0053,2024-07-01,4,7.5,1,3,1,4,0,5.1,1.8,1.0,78.7,1
P0053,2024-08-01,4,8.5,1,3,1,5,1,4.8,1.6,0.958,85.7,1
P0053,2024-09-01,6,5.5,1,3,1,6,1,4.2,1.2,1.0,85.4,1
P0053,2024-10-01,2,8.6,1,3,1,6,0,4.3,0.3,0.848,80.5,1
P0053,2024-11-01,5,6.7,1,3,1,5,0,3.0,0.3,1.0,89.9,1
P0053,2024-12-01,4,8.0,1,3,1,3,0,4.5,0.0,1.0,89.8,1
P0054,2024-01-01,4,9.9,0,2,1,6,2,8.0,2.3,0.976,82.8,1
P0054,2024-02-01,4,8.1,0,2,1,5,0,7.3,2.1,0.909,74.2,1
P0054,2024-03-01,4,9.4,0,2,1,3,1,6.6,1.8,1.0,88.3,1
P0054,2024-04-01,4,8.9,0,2,1,3,0,8.6,2.1,1.0,79.3,1
P0054,2024-05-01,4,4.2,0,2,1,3,0,7.6,3.5,0.931,80.4,1
P0054,2024-06-01,6,8.1,0,2,1,6,0,7.1,3.1,1.0,78.4,1
P0054,2024-07-01,4,5.9,0,2,1,9,4,7.3,2.1,0.866,69.8,1
P0054,2024-08-01,3,9.5,0,2,1,6,0,8.4,3.1,0.944,81.6,1
P0054,2024-09-01,3,5.9,0,2,1,9,2,8.3,3.1,0.804,68.3,1
P0054,2024-10-01,3,6.1,0,2,1,3,0,6.1,3.6,0.898,74.5,1
P0054,2024-11-01,4,10.0,0,2,1,4,0,6.5,2.7,1.0,83.3,1
P0054,2024-12-01,3,6.7,0,2,1,7,0,8.0,1.6,0.917,81.8,1
P0055,2024-01-01,6,7.3,1,2,1,7,2,3.7,1.4,1.0,67.3,1
P0055,2024-02-01,3,7.3,1,2,1,10,2,4.1,1.1,0.815,67.9,1
P0055,2024-03-01,4,6.1,1,2,1,7,1,5.7,1.8,0.929,69.3,1
P0055,2024-04-01,3,9.3,1,2,1,6,1,4.9,2.3,0.937,86.8,1
P0055,2024-05-01,5,7.2,1,2,1,7,1,6.9,1.4,0.918,78.3,1
P0055,2024-06-01,2,4.6,1,2,1,3,0,5.4,2.4,0.857,77.1,1
P0055,2024-07-01,4,8.1,1,2,1,7,1,4.7,1.3,0.948,79.3,1
P0055,2024-08-01,6,7.3,1,2,1,4,1,5.8,1.1,1.0,86.2,1
P0055,2024-09-01,4,7.4,1,2,1,5,0,5.3,1.6,0.936,76.0,1
P0055,2024-10-01,1,10.9,1,2,1,6,2,2.5,2.2,0.785,76.2,1
P0055,2024-11-01,3,10.6,1,2,1,6,0,5.2,2.7,0.887,79.0,1
P0055,2024-12-01,4,7.3,1,2,1,7,3,4.2,2.4,0.891,83.4,1
P0056,2024-01-01,3,10.8,1,3,1,5,0,3.4,0.3,0.909,87.0,1
P0056,2024-02-01,5,6.5,1,3,1,5,0,4.3,1.7,1.0,86.3,1
P0056,2024-03-01,4,10.0,1,3,1,6,1,5.1,0.0,0.924,82.6,1
P0056,2024-04-01,6,9.7,1,3,1,7,0,3.7,1.8,1.0,75.6,1
P0056,2024-05-01,6,6.6,1,3,1,7,1,3.4,2.3,1.0,84.4,1
P0056,2024-06-01,5,8.6,1,3,1,8,5,2.8,0.9,0.895,76.2,1
P0056,2024-07-01,4,7.4,1,3,1,5,0,3.8,1.7,0.971,88.6,1
P0056,2024-08-01,5,9.8,1,3,1,3,0,5.9,0.7,1.0,87.6,1
P0056,2024-09-01,6,9.6,1,3,1,2,0,5.4,0.5,1.0,88.8,1
P0056,2024-10-01,5,7.6,1,3,1,6,2,4.4,2.4,0.978,83.3,1
P0056,2024-11-01,4,8.2,1,3,1,5,0,4.2,1.2,1.0,86.9,1
P0056,2024-12-01,4,11.2,1,3,1,7,2,4.2,0.9,1.0,77.2,1
P0057,2024-01-01,3,6.9,1,2,1,7,3,6.5,2.2,0.806,75.5,1
P0057,2024-02-01,6,3.2,1,2,1,8,0,5.3,1.1,0.971,79.3,1
P0057,2024-03-01,2,2.1,1,2,1,7,1,5.4,3.9,0.687,74.6,0
P0057,2024-04-01,3,6.2,1,2,1,4,0,8.1,3.1,0.889,79.8,1
P0057,2024-05-01,6,7.1,1,2,1,8,3,4.1,1.3,0.985,79.3,1
P0057,2024-06-01,1,8.2,1,2,1,9,3,4.8,2.2,0.664,72.4,1
P0057,2024-07-01,1,7.5,1,2,1,8,3,3.6,3.9,0.597,67.9,1
P0057,2024-08-01,3,6.8,1,2,1,9,2,6.4,1.7,0.812,70.2,1
P0057,2024-09-01,5,7.0,1,2,1,5,0,6.0,1.9,1.0,87.0,1
P0057,2024-10-01,4,6.1,1,2,1,4,0,4.8,2.6,0.997,78.5,1
P0057,2024-11-01,6,8.3,1,2,1,10,3,2.7,2.2,1.0,68.2,1
P0057,2024-12-01,5,7.3,1,2,1,8,3,6.1,1.1,0.892,76.6,1
P0058,2024-01-01,4,7.1,1,3,1,6,0,2.9,3.1,1.0,88.1,1
P0058,2024-02-01,5,11.0,1,3,1,4,0,4.3,1.7,1.0,85.2,1
P0058,2024-03-01,3,10.2,1,3,1,4,0,2.7,1.1,0.939,87.0,1
P0058,2024-04-01,5,7.8,1,3,1,4,0,3.9,1.3,1.0,88.1,1
P0058,2024-05-01,2,6.9,1,3,1,5,0,2.5,0.7,0.863,84.5,1
P0058,2024-06-01,2,7.4,1,3,1,5,0,5.5,0.6,0.811,84.2,1
P0058,2024-07-01,4,9.6,1,3,1,8,3,4.2,1.8,0.883,80.7,1
P0058,2024-08-01,6,10.6,1,3,1,5,0,2.2,0.3,1.0,83.8,1
P0058,2024-09-01,4,9.1,1,3,1,2,0,4.9,2.7,0.999,90.0,1
P0058,2024-10-01,5,8.8,1,3,1,4,1,4.3,1.8,1.0,89.0,1
P0058,2024-11-01,4,10.6,1,3,1,1,0,3.1,1.5,1.0,89.4,1
P0058,2024-12-01,4,7.0,1,3,1,4,0,4.6,1.9,1.0,85.8,1
P0059,2024-01-01,4,6.6,0,4,1,6,0,4.0,1.6,0.993,87.7,1
P0059,2024-02-01,4,6.2,0,4,1,1,0,3.9,3.0,1.0,93.6,1
P0059,2024-03-01,5,8.7,0,4,1,6,1,7.4,2.1,1.0,83.4,1
P0059,2024-04-01,4,5.2,0,4,1,6,0,5.4,2.3,1.0,80.2,1
P0059,2024-05-01,3,10.0,0,4,1,6,1,7.1,0.4,0.968,87.0,1
P0059,2024-06-01,3,9.6,0,4,1,5,0,8.0,1.4,1.0,90.1,1
P0059,2024-07-01,5,8.3,0,4,1,6,2,4.6,1.9,1.0,85.9,1
P0059,2024-08-01,5,9.4,0,4,1,4,0,7.1,1.3,1.0,86.8,1
P0059,2024-09-01,5,7.5,0,4,1,2,0,6.4,1.5,1.0,84.1,1
P0059,2024-10-01,5,12.4,0,4,1,2,0,7.8,1.2,1.0,92.9,1
P0059,2024-11-01,6,10.7,0,4,1,6,2,4.1,1.7,1.0,84.2,1
P0059,2024-12-01,6,5.8,0,4,1,1,0,3.7,1.4,1.0,89.5,1
P0060,2024-01-01,4,10.6,1,2,1,6,1,4.3,1.3,0.996,84.1,1
P0060,2024-02-01,5,10.8,1,2,1,3,0,5.1,3.3,1.0,87.2,1
P0060,2024-03-01,5,6.3,1,2,1,2,0,4.9,2.4,1.0,79.4,1
P0060,2024-04-01,5,7.0,1,2,1,7,2,3.3,2.0,0.942,76.2,1
P0060,2024-05-01,5,10.6,1,2,1,5,0,4.6,0.5,1.0,77.6,1
P0060,2024-06-01,6,9.8,1,2,1,1,0,6.5,2.3,1.0,87.2,1
P0060,2024-07-01,6,7.4,1,2,1,7,1,6.4,3.2,1.0,74.5,1
P0060,2024-08-01,7,6.3,1,2,1,4,0,6.8,0.9,1.0,81.6,1
P0060,2024-09-01,3,7.8,1,2,1,5,0,5.5,2.6,0.955,79.9,1
P0060,2024-10-01,3,6.4,1,2,1,7,0,3.3,2.3,0.839,77.9,1
P0060,2024-11-01,7,9.3,1,2,1,1,0,6.6,1.8,1.0,85.8,1
P0060,2024-12-01,6,9.2,1,2,1,4,0,5.2,0.0,1.0,83.5,1
P0061,2024-01-01,5,10.0,0,2,0,5,2,7.4,3.8,0.981,74.2,1
P0061,2024-02-01,5,8.0,0,2,0,7,1,7.6,2.5,0.935,83.2,1
P0061,2024-03-01,6,5.6,0,2,0,6,3,9.8,4.0,0.992,74.2,1
P0061,2024-04-01,5,11.1,0,2,0,5,2,7.8,3.1,1.0,83.6,1
P0061,2024-05-01,7,10.1,0,2,0,5,2,9.0,3.5,1.0,73.2,1
P0061,2024-06-01,6,8.5,0,2,0,4,4,8.4,2.1,1.0,74.9,1
P0061,2024-07-01,6,9.8,0,2,0,5,1,7.1,1.1,1.0,79.3,1
P0061,2024-08-01,2,7.7,0,2,0,5,3,8.9,2.9,0.793,73.0,1
P0061,2024-09-01,6,8.0,0,2,0,6,4,7.2,1.6,0.885,72.1,1
P0061,2024-10-01,7,5.3,0,2,0,4,2,6.5,2.4,1.0,83.3,1
P0061,2024-11-01,5,11.5,0,2,0,5,2,8.1,3.3,1.0,84.8,1
P0061,2024-12-01,5,5.8,0,2,0,4,1,9.5,2.3,0.923,73.6,1
P0062,2024-01-01,6,5.7,1,5,1,4,0,1.9,0.0,1.0,84.5,1
P0062,2024-02-01,3,10.8,1,5,1,7,0,4.1,1.5,0.992,88.0,1
P0062,2024-03-01,7,13.5,1,5,1,7,0,3.8,1.1,1.0,94.7,1
P0062,2024-04-01,5,6.8,1,5,1,5,0,3.7,0.3,1.0,79.7,1
P0062,2024-05-01,4,6.5,1,5,1,8,1,3.6,0.0,0.932,81.6,1
P0062,2024-06-01,3,8.6,1,5,1,6,1,1.8,1.5,0.901,92.4,1
P0062,2024-07-01,3,4.5,1,5,1,2,0,3.4,0.0,0.929,91.7,1
P0062,2024-08-01,7,6.8,1,5,1,6,0,2.3,2.0,1.0,87.6,1
P0062,2024-09-01,3,7.5,1,5,1,3,0,4.6,1.4,1.0,88.2,1
P0062,2024-10-01,6,4.2,1,5,1,5,0,2.2,1.5,1.0,90.8,1
P0062,2024-11-01,7,7.0,1,5,1,2,0,1.1,1.3,1.0,95.3,1
P0062,2024-12-01,6,10.7,1,5,1,6,1,1.8,0.9,1.0,91.5,1
P0063,2024-01-01,5,6.4,1,2,1,7,2,4.8,1.4,0.831,75.0,1
P0063,2024-02-01,6,7.8,1,2,1,4,0,4.8,2.6,1.0,81.5,1
P0063,2024-03-01,3,9.2,1,2,1,7,1,6.6,1.3,0.936,83.0,1
P0063,2024-04-01,4,11.7,1,2,1,5,0,5.1,2.6,1.0,87.7,1
P0063,2024-05-01,7,6.6,1,2,1,7,2,6.2,1.3,1.0,77.0,1
P0063,2024-06-01,4,7.3,1,2,1,4,1,6.9,1.3,1.0,89.0,1
P0063,2024-07-01,6,9.6,1,2,1,6,1,6.2,0.8,1.0,80.8,1
P0063,2024-08-01,4,9.8,1,2,1,7,0,4.7,1.9,0.985,80.5,1
P0063,2024-09-01,3,10.1,1,2,1,5,2,5.1,1.6,0.917,83.2,1
P0063,2024-10-01,7,7.9,1,2,1,8,2,3.7,2.7,1.0,80.2,1
P0063,2024-11-01,3,8.9,1,2,1,5,0,5.0,2.2,0.932,75.0,1
P0063,2024-12-01,4,6.9,1,2,1,7,2,3.2,2.7,0.999,78.4,1
P0064,2024-01-01,5,6.5,1,3,1,4,0,5.3,1.4,1.0,88.6,1
P0064,2024-02-01,4,8.1,1,3,1,5,0,3.8,0.7,0.918,86.5,1
P0064,2024-03-01,5,5.4,1,3,1,6,0,4.9,0.0,1.0,72.1,1
P0064,2024-04-01,4,6.1,1,3,1,9,1,4.0,0.0,0.894,81.2,1
P0064,2024-05-01,5,9.9,1,3,1,7,1,4.0,1.7,1.0,88.4,1
P0064,2024-06-01,3,8.3,1,3,1,6,0,2.8,0.3,0.967,74.3,1
P0064,2024-07-01,2,6.5,1,3,1,9,1,4.5,0.4,0.789,73.0,1
P0064,2024-08-01,5,3.1,1,3,1,6,0,5.5,1.1,0.848,82.8,1
P0064,2024-09-01,4,5.4,1,3,1,8,1,4.6,2.1,0.891,74.5,1
P0064,2024-10-01,6,8.8,1,3,1,5,2,2.7,2.6,1.0,83.0,1
P0064,2024-11-01,4,6.7,1,3,1,5,0,3.2,1.1,1.0,80.9,1
P0064,2024-12-01,4,7.3,1,3,1,7,2,3.9,1.5,0.913,80.2,1
P0065,2024-01-01,5,10.1,1,3,0,5,1,3.9,1.0,1.0,89.6,1
P0065,2024-02-01,6,9.5,1,3,0,9,3,4.9,0.3,1.0,83.3,1
P0065,2024-03-01,4,7.9,1,3,0,6,2,3.3,2.5,0.917,72.7,1
P0065,2024-04-01,5,8.0,1,3,0,5,1,3.9,3.1,1.0,93.2,1
P0065,2024-05-01,4,7.0,1,3,0,3,1,6.0,1.7,0.978,87.7,1
P0065,2024-06-01,5,10.1,1,3,0,4,2,2.9,1.8,0.921,88.8,1
P0065,2024-07-01,7,8.8,1,3,0,2,2,3.7,1.7,1.0,88.1,1
P0065,2024-08-01,5,9.9,1,3,0,3,1,3.2,1.4,1.0,87.8,1
P0065,2024-09-01,4,9.3,1,3,0,3,0,5.8,1.3,1.0,89.8,1
P0065,2024-10-01,6,11.7,1,3,0,1,1,4.2,0.9,1.0,91.8,1
P0065,2024-11-01,4,8.5,1,3,0,0,0,4.1,3.6,1.0,91.1,1
P0065,2024-12-01,5,10.0,1,3,0,6,2,4.8,0.6,0.997,82.4,1
P0066,2024-01-01,6,9.1,0,2,1,5,1,7.4,1.8,1.0,74.5,1
P0066,2024-02-01,3,7.5,0,2,1,7,1,8.5,3.1,0.939,74.2,1
P0066,2024-03-01,5,9.3,0,2,1,5,1,6.9,3.2,0.962,84.1,1
P0066,2024-04-01,4,8.1,0,2,1,5,0,9.4,1.6,0.939,85.3,1
P0066,2024-05-01,4,4.5,0,2,1,10,4,6.9,4.0,0.692,62.9,0
P0066,2024-06-01,4,6.8,0,2,1,6,0,8.0,2.6,0.958,75.9,1
P0066,2024-07-01,6,8.5,0,2,1,7,2,6.1,2.5,0.984,75.6,1
P0066,2024-08-01,3,9.9,0,2,1,7,2,8.4,1.9,0.901,84.4,1
P0066,2024-09-01,5,9.7,0,2,1,6,0,6.7,2.1,0.997,78.7,1
P0066,2024-10-01,6,9.7,0,2,1,4,1,5.8,2.6,1.0,78.8,1
P0066,2024-11-01,5,8.8,0,2,1,3,0,8.4,3.4,1.0,88.0,1
P0066,2024-12-01,3,8.8,0,2,1,4,0,7.7,2.0,0.982,76.0,1
P0067,2024-01-01,2,7.6,1,2,0,7,1,5.2,1.7,0.773,79.1,1
P0067,2024-02-01,4,6.6,1,2,0,4,0,4.8,3.0,0.923,80.1,1
P0067,2024-03-01,3,8.4,1,2,0,3,2,3.9,1.1,0.893,81.3,1
P0067,2024-04-01,7,8.0,1,2,0,9,5,4.5,0.9,0.924,69.9,1
P0067,2024-05-01,2,6.6,1,2,0,6,2,4.5,2.2,0.737,77.5,1
P0067,2024-06-01,4,5.8,1,2,0,3,0,4.7,0.6,0.935,85.5,1
P0067,2024-07-01,3,6.5,1,2,0,8,1,4.1,2.4,0.836,71.4,1
P0067,2024-08-01,4,9.2,1,2,0,4,2,5.0,1.6,0.868,78.9,1
P0067,2024-09-01,5,9.4,1,2,0,6,2,3.3,1.4,0.946,75.0,1
P0067,2024-10-01,3,8.8,1,2,0,10,6,4.0,2.1,0.603,71.6,1
P0067,2024-11-01,5,11.0,1,2,0,4,3,5.0,2.3,0.981,86.8,1
P0067,2024-12-01,4,6.4,1,2,0,6,0,7.8,1.4,0.869,75.7,1
P0068,2024-01-01,4,5.3,0,2,1,7,1,8.7,2.7,0.882,67.3,1
P0068,2024-02-01,3,9.8,0,2,1,6,0,9.6,2.6,1.0,75.2,1
P0068,2024-03-01,4,7.1,0,2,1,7,1,8.7,2.5,0.915,72.5,1
P0068,2024-04-01,5,6.7,0,2,1,5,0,8.7,2.4,0.924,83.9,1
P0068,2024-05-01,6,7.9,0,2,1,3,0,7.2,2.1,1.0,76.2,1
P0068,2024-06-01,4,7.0,0,2,1,4,0,9.5,2.9,1.0,78.3,1
P0068,2024-07-01,4,9.6,0,2,1,3,0,7.4,2.5,1.0,81.7,1
P0068,2024-08-01,3,11.2,0,2,1,3,0,8.3,2.5,0.99,85.7,1
P0068,2024-09-01,4,7.7,0,2,1,2,0,7.8,2.5,0.982,82.6,1
P0068,2024-10-01,5,10.4,0,2,1,3,0,7.1,2.6,1.0,85.6,1
P0068,2024-11-01,4,6.7,0,2,1,5,1,7.1,3.7,0.931,74.0,1
P0068,2024-12-01,3,6.0,0,2,1,2,0,6.9,3.3,0.877,78.9,1
P0069,2024-01-01,4,9.5,0,2,1,8,1,4.8,2.7,1.0,85.2,1
P0069,2024-02-01,3,7.8,0,2,1,3,0,7.1,2.5,0.964,85.4,1
P0069,2024-03-01,4,6.9,0,2,1,7,1,6.4,1.8,0.94,72.2,1
P0069,2024-04-01,6,6.8,0,2,1,4,0,6.0,2.3,1.0,72.5,1
P0069,2024-05-01,4,13.0,0,2,1,5,0,8.0,2.3,1.0,81.2,1
P0069,2024-06-01,5,9.7,0,2,1,6,0,5.6,1.0,0.996,75.6,1
P0069,2024-07-01,3,7.5,0,2,1,5,0,8.8,2.8,0.935,80.6,1
P0069,2024-08-01,3,7.1,0,2,1,3,0,4.9,2.9,0.975,80.7,1
P0069,2024-09-01,3,5.7,0,2,1,6,3,7.5,1.4,0.786,67.1,1
P0069,2024-10-01,4,1.9,0,2,1,5,0,8.3,2.2,0.833,69.9,1
P0069,2024-11-01,5,10.7,0,2,1,7,2,8.0,2.0,1.0,79.5,1
P0069,2024-12-01,4,8.1,0,2,1,7,0,7.6,3.5,0.954,78.9,1
P0070,2024-01-01,6,9.3,1,3,1,4,0,4.8,2.4,1.0,96.0,1
P0070,2024-02-01,5,6.1,1,3,1,4,0,2.4,1.1,1.0,85.6,1
P0070,2024-03-01,5,9.9,1,3,1,5,0,5.0,2.1,1.0,90.9,1
P0070,2024-04-01,5,10.1,1,3,1,3,0,3.0,2.0,1.0,90.9,1
P0070,2024-05-01,3,10.0,1,3,1,3,0,3.1,0.8,0.972,93.8,1
P0070,2024-06-01,4,6.7,1,3,1,4,0,3.1,1.2,0.986,88.0,1
P0070,2024-07-01,4,10.9,1,3,1,3,0,3.5,0.2,1.0,88.5,1
P0070,2024-08-01,6,9.7,1,3,1,5,0,4.3,0.0,1.0,89.0,1
P0070,2024-09-01,7,7.4,1,3,1,5,1,6.6,2.1,1.0,85.7,1
P0070,2024-10-01,4,11.4,1,3,1,5,2,3.8,0.0,0.999,84.3,1
P0070,2024-11-01,7,8.3,1,3,1,5,0,2.2,2.0,1.0,85.2,1
P0070,2024-12-01,4,8.7,1,3,1,3,0,6.9,1.6,1.0,91.1,1
P0071,2024-01-01,3,7.6,0,4,1,5,0,6.4,2.9,1.0,87.7,1
P0071,2024-02-01,3,12.4,0,4,1,5,0,7.5,3.0,1.0,90.7,1
P0071,2024-03-01,1,9.2,0,4,1,6,0,8.6,2.1,0.859,84.7,1
P0071,2024-04-01,5,8.7,0,4,1,6,0,4.3,0.6,1.0,81.2,1
P0071,2024-05-01,2,9.3,0,4,1,5,0,6.0,2.8,0.942,86.1,1
P0071,2024-06-01,4,8.5,0,4,1,2,0,6.6,0.7,1.0,89.5,1
P0071,2024-07-01,4,8.0,0,4,1,5,0,4.4,1.6,0.961,80.7,1
P0071,2024-08-01,3,5.7,0,4,1,2,0,5.8,0.9,0.94,81.1,1
P0071,2024-09-01,2,3.8,0,4,1,4,0,6.1,0.8,0.757,72.3,1
P0071,2024-10-01,3,5.5,0,4,1,1,0,6.4,2.7,0.955,90.0,1
P0071,2024-11-01,3,7.1,0,4,1,6,1,4.5,2.7,0.916,79.7,1
P0071,2024-12-01,2,4.1,0,4,1,8,1,6.3,1.4,0.784,74.1,1
P0072,2024-01-01,4,6.6,1,2,1,6,3,4.8,1.9,0.877,73.5,1
P0072,2024-02-01,6,9.6,1,2,1,7,2,4.5,2.2,1.0,82.6,1
P0072,2024-03-01,7,9.5,1,2,1,8,3,4.4,1.9,1.0,77.7,1
P0072,2024-04-01,7,8.7,1,2,1,9,1,4.7,2.3,1.0,79.7,1
P0072,2024-05-01,4,10.5,1,2,1,7,3,4.9,2.5,0.91,79.6,1
P0072,2024-06-01,7,8.1,1,2,1,6,2,3.5,3.5,1.0,74.3,1
P0072,2024-07-01,5,10.9,1,2,1,7,1,4.7,2.8,1.0,74.9,1
P0072,2024-08-01,6,6.9,1,2,1,5,0,5.4,1.3,1.0,75.6,1
P0072,2024-09-01,4,7.8,1,2,1,4,0,5.5,2.0,0.996,82.3,1
P0072,2024-10-01,5,8.6,1,2,1,6,0,4.9,1.5,1.0,78.0,1
P0072,2024-11-01,5,8.6,1,2,1,4,0,4.7,1.5,1.0,86.4,1
P0072,2024-12-01,5,8.4,1,2,1,2,0,5.4,0.7,1.0,76.9,1
P0073,2024-01-01,4,8.8,0,4,0,4,2,5.9,1.1,0.948,88.7,1
P0073,2024-02-01,4,10.4,0,4,0,6,2,5.2,0.6,0.922,81.3,1
P0073,2024-03-01,4,11.1,0,4,0,6,2,6.0,3.4,0.932,88.9,1
P0073,2024-04-01,5,6.2,0,4,0,6,2,7.9,2.8,0.993,83.8,1
P0073,2024-05-01,6,7.5,0,4,0,9,4,7.3,0.8,0.981,77.4,1
P0073,2024-06-01,3,5.2,0,4,0,7,3,6.2,2.5,0.761,85.9,1
P0073,2024-07-01,5,10.4,0,4,0,3,0,5.3,0.9,1.0,85.1,1
P0073,2024-08-01,4,7.0,0,4,0,6,2,6.9,1.3,0.958,85.2,1
P0073,2024-09-01,6,8.9,0,4,0,7,2,6.3,2.8,1.0,87.3,1
P0073,2024-10-01,4,7.8,0,4,0,6,2,5.0,2.1,0.91,92.9,1
P0073,2024-11-01,3,6.4,0,4,0,9,5,5.8,2.7,0.722,73.9,0
P0073,2024-12-01,5,3.9,0,4,0,7,2,6.9,3.2,0.86,73.1,1
P0074,2024-01-01,5,12.5,0,4,1,4,0,5.8,2.3,1.0,89.5,1
P0074,2024-02-01,4,5.8,0,4,1,3,0,6.4,1.7,0.986,83.5,1
P0074,2024-03-01,6,7.1,0,4,1,3,0,5.6,1.0,1.0,89.6,1
P0074,2024-04-01,3,7.7,0,4,1,7,1,5.1,2.6,0.907,81.5,1
P0074,2024-05-01,5,9.8,0,4,1,1,0,5.6,3.4,1.0,87.7,1
P0074,2024-06-01,6,8.5,0,4,1,7,0,5.7,0.6,1.0,85.2,1
P0074,2024-07-01,5,10.4,0,4,1,4,0,6.6,2.4,1.0,87.1,1
P0074,2024-08-01,4,5.0,0,4,1,6,0,5.8,1.6,0.965,84.4,1
P0074,2024-09-01,5,15.4,0,4,1,3,0,4.6,1.4,1.0,98.8,1
P0074,2024-10-01,5,8.2,0,4,1,2,0,6.7,2.5,1.0,89.0,1
P0074,2024-11-01,3,6.3,0,4,1,5,0,6.2,2.6,0.896,81.7,1
P0074,2024-12-01,6,7.8,0,4,1,5,0,8.3,1.4,1.0,90.6,1
P0075,2024-01-01,6,10.8,1,3,1,4,0,3.7,2.2,1.0,92.7,1
P0075,2024-02-01,6,7.1,1,3,1,2,0,5.0,0.2,1.0,80.9,1
P0075,2024-03-01,5,7.2,1,3,1,3,0,3.9,0.7,1.0,84.1,1
P0075,2024-04-01,6,8.1,1,3,1,9,2,4.2,2.2,1.0,71.2,1
P0075,2024-05-01,6,7.1,1,3,1,5,0,5.0,2.7,1.0,84.0,1
P0075,2024-06-01,6,8.9,1,3,1,7,0,4.6,3.2,1.0,84.4,1
P0075,2024-07-01,3,11.0,1,3,1,6,0,3.5,0.9,0.987,89.0,1
P0075,2024-08-01,6,6.7,1,3,1,5,0,5.5,1.0,1.0,81.8,1
P0075,2024-09-01,5,8.5,1,3,1,1,0,4.6,0.4,1.0,85.7,1
P0075,2024-10-01,7,8.2,1,3,1,4,0,4.4,0.7,1.0,88.9,1
P0075,2024-11-01,4,10.1,1,3,1,8,1,2.1,1.0,0.971,79.8,1
P0075,2024-12-01,5,5.1,1,3,1,2,0,5.5,2.2,0.992,80.0,1
P0076,2024-01-01,3,6.0,1,2,1,1,0,4.6,2.8,0.939,84.3,1
P0076,2024-02-01,6,5.4,1,2,1,4,0,4.5,0.7,1.0,80.0,1
P0076,2024-03-01,6,7.5,1,2,1,4,1,4.9,2.1,1.0,74.4,1
P0076,2024-04-01,4,10.8,1,2,1,2,0,5.7,1.8,1.0,87.2,1
P0076,2024-05-01,6,7.8,1,2,1,1,0,4.9,2.4,1.0,95.0,1
P0076,2024-06-01,5,9.7,1,2,1,7,1,4.6,1.3,1.0,83.1,1
P0076,2024-07-01,4,12.8,1,2,1,2,0,2.5,2.1,1.0,87.7,1
P0076,2024-08-01,9,10.0,1,2,1,8,2,5.2,1.7,1.0,76.1,1
P0076,2024-09-01,4,12.3,1,2,1,5,0,5.5,1.2,1.0,87.8,1
P0076,2024-10-01,3,9.8,1,2,1,7,3,5.2,1.2,0.847,82.5,1
P0076,2024-11-01,5,5.8,1,2,1,6,1,4.7,1.3,0.972,79.4,1
P0076,2024-12-01,6,10.0,1,2,1,5,1,5.0,2.1,1.0,82.3,1
P0077,2024-01-01,5,7.4,0,3,1,3,0,6.9,2.9,1.0,82.6,1
P0077,2024-02-01,4,4.7,0,3,1,5,0,5.8,0.8,0.998,86.3,1
P0077,2024-03-01,4,10.2,0,3,1,7,0,6.5,0.9,1.0,82.1,1
P0077,2024-04-01,6,7.4,0,3,1,8,2,5.7,2.8,1.0,79.0,1
P0077,2024-05-01,2,12.3,0,3,1,4,1,5.0,3.5,0.94,91.6,1
P0077,2024-06-01,5,7.4,0,3,1,4,0,6.5,2.4,1.0,88.6,1
P0077,2024-07-01,3,5.5,0,3,1,3,0,6.1,1.5,0.874,78.0,1
P0077,2024-08-01,5,9.5,0,3,1,5,1,5.2,4.1,1.0,81.6,1
P0077,2024-09-01,4,7.2,0,3,1,2,0,5.1,0.7,1.0,82.2,1
P0077,2024-10-01,4,6.9,0,3,1,3,0,6.6,2.0,0.903,84.3,1
P0077,2024-11-01,3,5.4,0,3,1,6,0,6.4,2.6,0.935,78.3,1
P0077,2024-12-01,5,4.2,0,3,1,10,4,6.9,2.7,0.793,71.1,1
P0078,2024-01-01,7,3.9,1,3,0,7,2,1.1,0.7,1.0,81.4,1
