state,district,month,theme,visits_per_1k,funds_on_time,data_quality,female_pct,training_sessions,outreach_pre_monsoon,monsoon,beneficiaries,age0_5,age6_17,age18_35,age36_plus,outcome_score,dropout_rate,nps,data_issue_flag
Jharkhand,Jharkhand-Dist-08,2023-10-01,Education,4.99,0.724,0.809,0.538,6,0,0,329,24,177,135,0,100.0,0.01,26.9,OK
Jharkhand,Jharkhand-Dist-08,2023-11-01,Livelihoods,4.28,0.778,0.701,0.536,7,0,0,263,12,41,93,117,100.0,0.01,25.7,OK
Jharkhand,Jharkhand-Dist-08,2023-12-01,Livelihoods,4.59,0.761,0.69,0.444,3,0,0,284,13,57,121,93,98.5,0.01,37.7,OK
Jharkhand,Jharkhand-Dist-08,2024-01-01,Livelihoods,5.2,0.664,0.834,0.4,9,0,0,305,18,56,121,110,100.0,0.01,24.3,OK
Jharkhand,Jharkhand-Dist-08,2024-02-01,Health,6.37,0.738,0.736,0.473,4,0,0,303,58,56,128,61,100.0,0.01,27.4,OK
Jharkhand,Jharkhand-Dist-08,2024-04-01,WASH,6.03,0.821,0.825,0.486,6,1,0,292,15,78,131,68,100.0,0.01,30.1,OK
Jharkhand,Jharkhand-Dist-08,2024-05-01,Skilling,3.61,0.827,0.824,0.599,6,1,0,261,19,65,118,59,100.0,0.01,33.8,OK
Jharkhand,Jharkhand-Dist-08,2024-08-01,Livelihoods,3.3,0.679,0.757,0.458,4,0,1,270,15,44,102,109,91.4,0.01,34.9,OK
Jharkhand,Jharkhand-Dist-08,2024-12-01,Health,5.25,0.688,0.762,0.501,5,0,0,293,47,61,112,73,100.0,0.01,40.0,OK
Jharkhand,Jharkhand-Dist-08,2025-02-01,Livelihoods,6.49,0.983,1.0,0.549,6,0,0,276,11,54,91,120,100.0,0.01,51.4,OK
Jharkhand,Jharkhand-Dist-08,2025-03-01,Skilling,5.17,0.81,0.845,0.59,7,0,0,306,11,55,104,136,100.0,0.01,39.6,OK
Jharkhand,Jharkhand-Dist-08,2025-04-01,Health,5.18,0.73,0.728,0.49,5,1,0,304,51,49,116,88,100.0,0.01,28.5,OK
Jharkhand,Jharkhand-Dist-08,2025-05-01,Skilling,4.99,0.593,0.676,0.556,9,1,0,319,17,69,122,111,100.0,0.01,23.5,OK
Jharkhand,Jharkhand-Dist-08,2025-07-01,Health,4.51,0.446,0.575,0.407,5,0,1,279,0,0,0,0,100.0,0.01,16.9,MISSING_AGE
Jharkhand,Jharkhand-Dist-08,2025-08-01,Health,3.81,0.761,0.518,0.526,8,0,1,289,54,65,119,51,96.4,0.036,30.2,OK
Jharkhand,Jharkhand-Dist-08,2025-10-01,Education,4.08,0.727,0.54,0.461,9,0,0,267,15,141,99,12,100.0,0.047,6.7,OK
Karnataka,Karnataka-Dist-01,2023-05-01,Education,4.84,0.963,0.95,0.424,4,1,0,285,9,127,118,31,100.0,0.01,42.0,OK
Karnataka,Karnataka-Dist-01,2023-06-01,Health,3.8,0.766,0.686,0.414,7,0,1,284,49,49,107,79,95.3,0.01,22.5,OK
Karnataka,Karnataka-Dist-01,2023-10-01,Education,4.71,0.793,0.897,0.454,4,0,0,305,19,157,121,8,100.0,0.01,39.7,OK
Karnataka,Karnataka-Dist-01,2023-11-01,Education,3.54,0.939,0.751,0.353,7,0,0,298,0,0,0,0,100.0,0.01,37.8,MISSING_AGE
Karnataka,Karnataka-Dist-01,2024-01-01,Skilling,6.39,0.473,0.759,0.485,7,0,0,285,14,36,80,155,100.0,0.01,30.3,OK
Karnataka,Karnataka-Dist-01,2024-02-01,Livelihoods,5.29,1.0,0.9,0.378,5,0,0,274,3,56,107,108,100.0,0.01,49.2,OK
Karnataka,Karnataka-Dist-01,2024-03-01,Health,5.85,0.621,0.713,0.423,8,0,0,313,45,39,124,105,100.0,0.01,25.8,OK
Karnataka,Karnataka-Dist-01,2024-04-01,Education,5.05,0.805,0.61,0.422,4,1,0,295,17,148,127,3,100.0,0.01,29.5,OK
Karnataka,Karnataka-Dist-01,2024-05-01,Livelihoods,3.61,0.797,0.603,0.406,7,1,0,289,17,56,126,90,100.0,0.01,37.6,OK
Karnataka,Karnataka-Dist-01,2024-06-01,WASH,2.24,0.718,0.62,0.401,6,0,1,246,13,44,84,105,85.1,0.083,25.7,OK
Karnataka,Karnataka-Dist-01,2024-07-01,WASH,3.6,0.46,0.706,0.491,6,0,1,278,0,0,0,0,95.7,0.054,19.5,MISSING_AGE
Karnataka,Karnataka-Dist-01,2024-08-01,WASH,4.36,0.477,0.556,0.537,4,0,1,245,11,40,102,92,96.3,0.01,28.2,OK
Karnataka,Karnataka-Dist-01,2024-09-01,Health,4.61,0.659,0.711,0.463,6,0,1,264,0,0,0,0,100.0,0.015,23.9,MISSING_AGE
Karnataka,Karnataka-Dist-01,2024-10-01,Livelihoods,3.91,0.598,0.875,0.469,6,0,0,276,13,48,101,114,100.0,0.01,21.1,OK
Karnataka,Karnataka-Dist-01,2024-11-01,Skilling,5.67,0.757,0.681,0.538,3,0,0,290,12,55,99,124,100.0,0.01,45.7,OK
Karnataka,Karnataka-Dist-01,2024-12-01,Livelihoods,4.22,0.725,0.86,0.394,7,0,0,285,11,44,112,118,100.0,0.01,36.0,OK
Karnataka,Karnataka-Dist-01,2025-02-01,WASH,3.93,0.753,0.859,0.457,9,0,0,296,12,60,137,87,100.0,0.01,24.9,OK
Karnataka,Karnataka-Dist-01,2025-03-01,Health,3.26,0.712,0.714,0.405,4,0,0,285,50,43,110,82,88.4,0.01,31.0,OK
Karnataka,Karnataka-Dist-01,2025-04-01,Education,3.8,0.517,0.591,0.389,7,1,0,279,0,0,0,0,99.2,0.01,13.3,MISSING_AGE
Karnataka,Karnataka-Dist-01,2025-05-01,Health,3.71,0.737,0.557,0.447,2,1,0,259,47,48,90,74,91.9,0.01,30.4,OK
Karnataka,Karnataka-Dist-01,2025-06-01,WASH,2.12,0.655,0.428,0.446,5,0,1,303,8,43,118,134,83.4,0.116,14.7,OK
Karnataka,Karnataka-Dist-01,2025-08-01,Health,4.14,0.654,0.613,0.462,8,0,1,280,56,53,91,80,100.0,0.019,33.7,OK
Karnataka,Karnataka-Dist-01,2025-09-01,WASH,3.5,0.618,0.736,0.492,7,0,1,280,12,55,102,111,95.0,0.049,26.9,OK
Karnataka,Karnataka-Dist-02,2023-03-01,Education,5.87,0.782,0.637,0.338,1,0,0,283,19,146,107,11,100.0,0.01,33.9,OK
Karnataka,Karnataka-Dist-02,2023-04-01,WASH,5.45,0.768,0.92,0.36,5,1,0,299,23,44,108,124,100.0,0.01,38.1,OK
Karnataka,Karnataka-Dist-02,2023-05-01,Health,5.45,0.838,0.795,0.415,9,1,0,330,59,61,141,69,100.0,0.01,32.6,OK
Karnataka,Karnataka-Dist-02,2023-07-01,Skilling,5.04,0.692,0.866,0.541,7,0,1,314,13,52,131,118,100.0,0.01,37.4,OK
Karnataka,Karnataka-Dist-02,2023-08-01,Education,5.06,0.629,0.955,0.431,4,0,1,322,8,160,108,46,100.0,0.01,23.2,OK
Karnataka,Karnataka-Dist-02,2023-09-01,WASH,5.96,0.561,0.684,0.371,7,0,1,296,15,36,115,130,100.0,0.01,32.4,OK
Karnataka,Karnataka-Dist-02,2023-10-01,Livelihoods,6.81,0.923,0.855,0.493,7,0,0,335,20,70,139,106,100.0,0.01,42.6,OK
Karnataka,Karnataka-Dist-02,2023-12-01,WASH,5.31,0.796,0.769,0.411,8,0,0,331,12,68,115,136,100.0,0.01,38.8,OK
Karnataka,Karnataka-Dist-02,2024-01-01,Health,5.29,0.61,0.663,0.347,7,0,0,337,58,59,122,98,100.0,0.01,25.9,OK
Karnataka,Karnataka-Dist-02,2024-03-01,WASH,5.27,0.656,0.706,0.417,4,0,0,304,0,0,0,0,100.0,0.01,30.3,MISSING_AGE
Karnataka,Karnataka-Dist-02,2024-04-01,Livelihoods,5.26,0.631,0.687,0.438,6,1,0,300,17,63,118,102,100.0,0.01,28.5,OK
Karnataka,Karnataka-Dist-02,2024-06-01,Health,6.16,0.688,0.91,0.441,4,0,1,303,55,35,104,109,100.0,0.01,26.5,OK
Karnataka,Karnataka-Dist-02,2024-07-01,Skilling,5.76,0.899,0.795,0.491,7,0,1,340,0,0,0,0,100.0,0.01,34.0,MISSING_AGE
Karnataka,Karnataka-Dist-02,2024-08-01,Health,4.29,0.705,0.852,0.481,8,0,1,325,63,66,127,69,98.8,0.01,21.9,OK
Karnataka,Karnataka-Dist-02,2024-10-01,Skilling,4.6,0.957,0.8,0.455,5,0,0,310,10,74,118,108,100.0,0.01,43.6,OK
Karnataka,Karnataka-Dist-02,2025-01-01,Livelihoods,5.44,0.757,0.846,0.431,5,0,0,310,10,50,117,133,100.0,0.01,45.0,OK
Karnataka,Karnataka-Dist-02,2025-02-01,Education,6.71,0.634,0.727,0.445,6,0,0,300,0,0,0,0,100.0,0.01,19.9,MISSING_AGE
Karnataka,Karnataka-Dist-02,2025-06-01,WASH,5.9,0.787,0.731,0.572,8,0,1,332,11,54,136,131,100.0,0.01,39.2,OK
Karnataka,Karnataka-Dist-02,2025-07-01,WASH,4.35,0.559,0.53,0.369,8,0,1,299,9,45,119,126,100.0,0.017,18.6,OK
Karnataka,Karnataka-Dist-02,2025-08-01,Skilling,4.85,0.842,0.899,0.531,9,0,1,317,15,57,137,108,100.0,0.01,43.7,OK
Karnataka,Karnataka-Dist-02,2025-09-01,Health,5.83,0.767,0.797,0.462,3,0,1,285,45,59,119,62,100.0,0.01,33.8,OK
Karnataka,Karnataka-Dist-02,2025-10-01,Health,4.05,0.721,0.884,0.406,10,0,0,326,41,57,105,123,100.0,0.01,26.4,OK
Karnataka,Karnataka-Dist-03,2023-02-01,Health,4.28,0.516,0.611,0.572,3,0,0,309,54,64,109,82,100.0,0.01,24.2,OK
Karnataka,Karnataka-Dist-03,2023-03-01,Health,4.09,0.589,0.645,0.518,5,0,0,279,48,51,121,59,96.2,0.01,27.3,OK
Karnataka,Karnataka-Dist-03,2023-04-01,Health,4.7,0.77,1.0,0.466,8,1,0,292,53,63,117,59,100.0,0.01,36.4,OK
Karnataka,Karnataka-Dist-03,2023-06-01,Skilling,3.05,0.83,0.89,0.613,5,0,1,235,14,30,82,109,89.4,0.014,34.0,OK
Karnataka,Karnataka-Dist-03,2023-08-01,WASH,4.1,0.551,0.865,0.474,8,0,1,275,9,56,124,86,100.0,0.01,27.1,OK
Karnataka,Karnataka-Dist-03,2023-09-01,Education,3.51,0.734,0.674,0.48,6,0,1,281,11,141,103,26,100.0,0.023,24.9,OK
Karnataka,Karnataka-Dist-03,2023-11-01,Health,4.99,0.868,0.651,0.529,5,0,0,292,49,52,122,69,100.0,0.01,37.4,OK
Karnataka,Karnataka-Dist-03,2024-02-01,Education,4.21,0.49,0.55,0.447,9,0,0,269,4,136,102,27,100.0,0.01,22.0,OK
Karnataka,Karnataka-Dist-03,2024-05-01,Livelihoods,5.0,0.635,0.783,0.432,5,1,0,281,12,59,90,120,100.0,0.01,24.1,OK
Karnataka,Karnataka-Dist-03,2024-08-01,WASH,5.43,0.549,0.812,0.544,4,0,1,269,7,46,109,107,100.0,0.01,32.5,OK
Karnataka,Karnataka-Dist-03,2024-09-01,WASH,5.21,0.567,0.614,0.507,7,0,1,251,20,43,79,109,100.0,0.01,26.6,OK
Karnataka,Karnataka-Dist-03,2024-10-01,Health,4.25,0.393,0.793,0.469,5,0,0,270,41,51,100,78,97.0,0.01,10.1,OK
Karnataka,Karnataka-Dist-03,2024-12-01,WASH,4.72,0.661,0.675,0.465,6,0,0,273,10,66,101,96,100.0,0.01,37.9,OK
Karnataka,Karnataka-Dist-03,2025-01-01,Education,3.9,0.737,0.982,0.473,7,0,0,270,0,0,0,0,100.0,0.01,35.6,MISSING_AGE
Karnataka,Karnataka-Dist-03,2025-02-01,Education,3.68,0.552,0.556,0.5,7,0,0,289,0,0,0,0,96.7,0.01,15.9,MISSING_AGE
Karnataka,Karnataka-Dist-03,2025-03-01,Skilling,3.14,0.577,0.859,0.53,5,0,0,269,8,51,96,114,94.1,0.03,33.3,OK
Karnataka,Karnataka-Dist-03,2025-04-01,WASH,2.67,0.735,0.696,0.42,3,1,0,232,4,50,81,97,92.1,0.05,31.2,OK
Karnataka,Karnataka-Dist-03,2025-05-01,Health,5.19,0.821,0.747,0.424,4,1,0,283,41,49,113,80,100.0,0.01,30.3,OK
Karnataka,Karnataka-Dist-03,2025-06-01,Health,4.8,0.631,0.604,0.462,5,0,1,273,46,47,118,62,96.4,0.01,12.6,OK
Karnataka,Karnataka-Dist-03,2025-07-01,Education,4.28,0.548,0.618,0.4,3,0,1,306,20,163,120,3,83.2,0.01,24.1,OK
Karnataka,Karnataka-Dist-03,2025-09-01,WASH,4.35,0.568,0.854,0.484,6,0,1,284,18,52,123,91,100.0,0.01,30.9,OK
Karnataka,Karnataka-Dist-04,2023-01-01,Livelihoods,5.34,0.649,0.632,0.438,7,0,0,307,17,58,125,107,100.0,0.01,32.0,OK
Karnataka,Karnataka-Dist-04,2023-02-01,Livelihoods,4.96,0.772,0.616,0.516,6,0,0,292,16,63,113,100,100.0,0.01,29.6,OK
Karnataka,Karnataka-Dist-04,2023-03-01,Health,4.22,0.617,0.712,0.449,6,0,0,332,47,56,125,104,93.3,0.01,26.8,OK
Karnataka,Karnataka-Dist-04,2023-04-01,Health,4.92,0.524,0.654,0.459,5,1,0,306,55,57,115,79,100.0,0.01,11.4,OK
Karnataka,Karnataka-Dist-04,2023-09-01,Skilling,6.36,0.647,0.871,0.549,4,0,1,320,12,50,123,135,100.0,0.01,24.8,OK
Karnataka,Karnataka-Dist-04,2023-11-01,Education,5.72,0.697,0.834,0.497,7,0,0,352,17,186,123,26,100.0,0.01,35.0,OK
Karnataka,Karnataka-Dist-04,2024-02-01,WASH,6.94,0.718,0.956,0.503,5,0,0,331,12,58,130,131,100.0,0.01,28.5,OK
Karnataka,Karnataka-Dist-04,2024-03-01,WASH,6.17,0.959,0.986,0.405,3,0,0,295,10,56,120,109,100.0,0.01,44.3,OK
Karnataka,Karnataka-Dist-04,2024-04-01,WASH,5.91,0.76,0.812,0.529,8,1,0,303,10,48,121,124,100.0,0.01,32.4,OK
Karnataka,Karnataka-Dist-04,2024-06-01,Education,4.61,0.617,0.647,0.452,7,0,1,318,18,156,110,34,100.0,0.01,29.6,OK
Karnataka,Karnataka-Dist-04,2024-08-01,Skilling,5.06,0.851,0.758,0.556,6,0,1,338,13,52,134,139,100.0,0.01,39.1,OK
Karnataka,Karnataka-Dist-04,2024-09-01,Skilling,5.14,0.898,0.818,0.577,3,0,1,274,20,50,94,110,100.0,0.01,39.4,OK
Karnataka,Karnataka-Dist-04,2025-01-01,Health,5.03,0.761,0.765,0.457,6,0,0,295,57,63,114,61,100.0,0.01,34.6,OK
Karnataka,Karnataka-Dist-04,2025-02-01,Education,4.86,0.762,0.756,0.447,5,0,0,274,20,129,103,22,100.0,0.01,26.9,OK
Karnataka,Karnataka-Dist-04,2025-03-01,Health,4.98,0.785,0.6,0.454,5,0,0,309,43,60,101,105,100.0,0.01,30.5,OK
Karnataka,Karnataka-Dist-04,2025-04-01,Skilling,7.42,0.862,0.713,0.6,8,1,0,354,19,71,135,129,100.0,0.01,42.1,OK
Karnataka,Karnataka-Dist-04,2025-08-01,Livelihoods,4.33,0.767,0.656,0.478,6,0,1,308,23,51,122,112,100.0,0.017,8.2,OK
Karnataka,Karnataka-Dist-04,2025-09-01,Livelihoods,5.05,0.639,0.782,0.521,7,0,1,298,0,0,0,0,100.0,0.01,19.1,MISSING_AGE
Karnataka,Karnataka-Dist-04,2025-10-01,WASH,6.13,0.835,0.652,0.459,6,0,0,303,15,62,121,105,100.0,0.01,23.0,OK
Karnataka,Karnataka-Dist-05,2023-01-01,WASH,3.94,0.465,0.726,0.47,9,0,0,275,12,54,85,124,100.0,0.01,14.4,OK
Karnataka,Karnataka-Dist-05,2023-03-01,Education,6.0,0.565,0.721,0.515,11,0,0,282,15,137,106,24,100.0,0.01,18.9,OK
Karnataka,Karnataka-Dist-05,2023-05-01,Education,4.24,0.675,0.832,0.531,7,1,0,292,16,144,110,22,100.0,0.01,28.4,OK
Karnataka,Karnataka-Dist-05,2023-06-01,Health,2.73,0.749,0.517,0.591,4,0,1,242,41,46,91,64,87.6,0.085,23.3,OK
Karnataka,Karnataka-Dist-05,2023-09-01,Livelihoods,4.31,0.505,0.563,0.49,8,0,1,253,22,44,97,90,100.0,0.01,20.7,OK
Karnataka,Karnataka-Dist-05,2023-10-01,Health,3.22,0.742,0.766,0.529,3,0,0,266,47,64,107,48,88.7,0.036,31.1,OK
Karnataka,Karnataka-Dist-05,2023-11-01,Health,4.09,0.791,0.812,0.587,3,0,0,263,45,45,98,75,91.5,0.01,36.6,OK
Karnataka,Karnataka-Dist-05,2024-01-01,Skilling,2.76,0.75,0.793,0.584,3,0,0,284,14,50,117,103,91.7,0.011,15.7,OK
Karnataka,Karnataka-Dist-05,2024-02-01,WASH,4.26,0.74,0.984,0.514,5,0,0,271,17,52,112,90,100.0,0.01,40.9,OK
Karnataka,Karnataka-Dist-05,2024-03-01,Livelihoods,5.15,0.798,0.789,0.554,6,0,0,249,16,51,100,82,100.0,0.01,38.5,OK
Karnataka,Karnataka-Dist-05,2024-04-01,Skilling,4.12,0.669,0.776,0.682,5,1,0,273,6,49,108,110,100.0,0.01,18.4,OK
Karnataka,Karnataka-Dist-05,2024-05-01,Livelihoods,3.57,0.713,0.75,0.581,6,1,0,267,7,57,101,102,100.0,0.01,39.7,OK
Karnataka,Karnataka-Dist-05,2024-06-01,Livelihoods,3.05,0.539,0.616,0.566,7,0,1,260,18,51,119,72,92.0,0.035,27.0,OK
Karnataka,Karnataka-Dist-05,2024-08-01,Skilling,2.86,0.648,0.6,0.672,2,0,1,240,11,55,93,81,85.1,0.018,17.5,OK
Karnataka,Karnataka-Dist-05,2024-10-01,Health,3.88,0.537,0.837,0.584,7,0,0,278,48,46,112,72,100.0,0.01,24.2,OK
Karnataka,Karnataka-Dist-05,2024-11-01,Livelihoods,3.05,0.645,0.753,0.481,5,0,0,273,9,40,104,120,95.9,0.064,26.9,OK
Karnataka,Karnataka-Dist-05,2024-12-01,Skilling,4.9,0.684,0.818,0.635,6,0,0,304,0,0,0,0,100.0,0.01,40.3,MISSING_AGE
Karnataka,Karnataka-Dist-05,2025-01-01,Skilling,5.25,0.783,0.66,0.676,8,0,0,288,17,55,93,123,100.0,0.01,33.7,OK
Karnataka,Karnataka-Dist-05,2025-03-01,Livelihoods,5.43,0.656,0.721,0.564,4,0,0,268,11,50,109,98,100.0,0.01,28.8,OK
Karnataka,Karnataka-Dist-05,2025-05-01,Education,3.73,0.778,0.869,0.696,5,1,0,250,13,124,70,43,97.6,0.01,33.8,OK
Karnataka,Karnataka-Dist-06,2023-01-01,WASH,3.12,0.641,0.78,0.534,5,0,0,252,16,41,102,93,92.7,0.039,26.4,OK
Karnataka,Karnataka-Dist-06,2023-03-01,Health,4.13,0.842,0.805,0.447,4,0,0,262,39,46,94,83,100.0,0.01,27.7,OK
Karnataka,Karnataka-Dist-06,2023-04-01,Health,3.54,0.83,0.779,0.544,6,1,0,226,43,51,88,44,98.2,0.01,38.2,OK
Karnataka,Karnataka-Dist-06,2023-06-01,Skilling,4.07,0.759,0.542,0.683,7,0,1,309,11,60,120,118,100.0,0.01,24.9,OK
Karnataka,Karnataka-Dist-06,2023-07-01,Skilling,4.04,0.535,0.657,0.608,4,0,1,261,10,56,96,99,100.0,0.01,23.1,OK
Karnataka,Karnataka-Dist-06,2023-09-01,Education,3.45,0.717,0.67,0.613,5,0,1,265,14,148,121,0,100.0,0.01,35.0,OK
Karnataka,Karnataka-Dist-06,2023-11-01,Skilling,4.62,0.787,0.857,0.622,6,0,0,289,14,54,114,107,100.0,0.01,41.7,OK
Karnataka,Karnataka-Dist-06,2023-12-01,Health,5.1,0.781,0.743,0.512,7,0,0,290,47,61,114,68,100.0,0.01,29.3,OK
Karnataka,Karnataka-Dist-06,2024-01-01,Education,3.71,0.521,0.605,0.477,6,0,0,256,15,125,93,23,100.0,0.066,11.2,OK
Karnataka,Karnataka-Dist-06,2024-02-01,Education,4.12,0.805,0.731,0.504,9,0,0,263,8,141,107,7,100.0,0.01,40.7,OK
Karnataka,Karnataka-Dist-06,2024-03-01,Skilling,5.24,0.8,0.731,0.671,7,0,0,277,21,49,105,102,100.0,0.01,33.5,OK
Karnataka,Karnataka-Dist-06,2024-04-01,Livelihoods,4.86,0.712,0.66,0.541,4,1,0,286,14,66,130,76,100.0,0.01,29.2,OK
Karnataka,Karnataka-Dist-06,2024-05-01,Livelihoods,4.71,0.436,0.732,0.493,7,1,0,292,10,52,100,130,100.0,0.01,8.1,OK
Karnataka,Karnataka-Dist-06,2024-06-01,WASH,4.07,0.49,0.605,0.512,5,0,1,264,13,51,100,100,97.4,0.01,17.5,OK
Karnataka,Karnataka-Dist-06,2024-09-01,Health,3.26,0.588,0.709,0.546,3,0,1,265,49,54,75,87,85.6,0.029,31.7,OK
Karnataka,Karnataka-Dist-06,2024-10-01,Health,4.34,0.779,0.85,0.45,0,0,0,248,44,34,98,72,99.8,0.01,35.0,OK
Karnataka,Karnataka-Dist-06,2024-12-01,Skilling,5.25,0.572,0.99,0.668,5,0,0,286,16,58,112,100,100.0,0.01,17.4,OK
Karnataka,Karnataka-Dist-06,2025-01-01,Skilling,3.95,0.695,0.678,0.641,2,0,0,267,7,47,95,118,100.0,0.01,33.0,OK
Karnataka,Karnataka-Dist-06,2025-02-01,Health,6.72,0.636,0.796,0.571,7,0,0,311,53,40,119,99,100.0,0.01,16.3,OK
Karnataka,Karnataka-Dist-06,2025-03-01,Health,4.03,0.686,0.706,0.539,6,0,0,260,52,50,104,54,100.0,0.01,27.3,OK
Karnataka,Karnataka-Dist-06,2025-04-01,Livelihoods,4.89,0.704,0.719,0.477,7,1,0,283,6,55,129,93,100.0,0.01,31.1,OK
Karnataka,Karnataka-Dist-06,2025-06-01,Livelihoods,4.82,0.457,0.741,0.496,1,0,1,239,4,36,102,97,94.7,0.01,21.8,OK
Karnataka,Karnataka-Dist-06,2025-07-01,Health,3.87,0.674,0.632,0.569,6,0,1,260,47,51,95,67,96.2,0.011,27.4,OK
Karnataka,Karnataka-Dist-06,2025-08-01,Health,2.94,0.588,0.771,0.595,5,0,1,271,55,48,87,81,91.4,0.012,17.2,OK
Karnataka,Karnataka-Dist-07,2023-01-01,WASH,3.58,0.735,0.904,0.425,9,0,0,273,13,30,105,125,100.0,0.036,32.8,OK
Karnataka,Karnataka-Dist-07,2023-02-01,Education,3.54,0.656,0.773,0.373,2,0,0,256,14,125,103,14,87.6,0.026,20.8,OK
Karnataka,Karnataka-Dist-07,2023-11-01,Health,4.46,0.532,0.775,0.418,2,0,0,276,53,52,105,66,97.5,0.01,31.1,OK
Karnataka,Karnataka-Dist-07,2023-12-01,Skilling,4.13,0.774,0.878,0.552,4,0,0,270,9,36,96,129,99.6,0.01,36.2,OK
Karnataka,Karnataka-Dist-07,2024-01-01,WASH,5.63,0.756,0.944,0.349,4,0,0,288,23,47,113,105,100.0,0.01,39.1,OK
Karnataka,Karnataka-Dist-07,2024-03-01,WASH,4.56,0.577,0.704,0.42,5,0,0,258,12,46,77,123,100.0,0.01,30.1,OK
Karnataka,Karnataka-Dist-07,2024-04-01,Livelihoods,5.16,0.477,0.979,0.392,7,1,0,304,20,65,116,103,100.0,0.01,35.9,OK
Karnataka,Karnataka-Dist-07,2024-05-01,Skilling,4.89,0.701,0.814,0.529,6,1,0,284,20,43,104,117,100.0,0.01,19.8,OK
Karnataka,Karnataka-Dist-07,2024-06-01,WASH,2.51,0.544,0.823,0.384,5,0,1,265,16,48,102,99,93.6,0.03,30.7,OK
Karnataka,Karnataka-Dist-07,2024-07-01,WASH,2.76,0.62,0.788,0.451,6,0,1,273,7,50,115,101,93.0,0.075,19.9,OK
Karnataka,Karnataka-Dist-07,2024-08-01,Livelihoods,3.59,0.566,0.716,0.494,3,0,1,271,9,44,100,118,87.8,0.017,23.3,OK
Karnataka,Karnataka-Dist-07,2024-09-01,Health,3.31,0.482,0.59,0.372,3,0,1,277,45,61,108,63,80.5,0.048,21.7,OK
Karnataka,Karnataka-Dist-07,2024-10-01,Livelihoods,3.49,0.916,0.782,0.356,6,0,0,266,18,54,116,78,99.2,0.01,34.8,OK
Karnataka,Karnataka-Dist-07,2024-11-01,Livelihoods,4.16,0.614,0.615,0.472,7,0,0,281,10,47,108,116,100.0,0.012,23.0,OK
Karnataka,Karnataka-Dist-07,2024-12-01,WASH,6.42,0.847,0.607,0.367,4,0,0,277,15,38,98,126,100.0,0.01,25.3,OK
Karnataka,Karnataka-Dist-07,2025-01-01,Health,4.91,0.469,0.945,0.388,7,0,0,291,46,57,112,76,100.0,0.01,28.5,OK
Karnataka,Karnataka-Dist-07,2025-03-01,Livelihoods,3.11,0.524,0.858,0.456,5,0,0,264,0,0,0,0,97.9,0.01,19.7,MISSING_AGE
Karnataka,Karnataka-Dist-07,2025-04-01,Skilling,5.79,0.769,1.0,0.546,5,1,0,304,13,62,102,127,100.0,0.01,36.6,OK
Karnataka,Karnataka-Dist-07,2025-05-01,Education,4.46,0.335,0.513,0.44,5,1,0,263,24,146,84,9,100.0,0.01,11.8,OK
Karnataka,Karnataka-Dist-07,2025-06-01,WASH,5.45,0.838,0.669,0.468,3,0,1,295,12,59,113,111,100.0,0.01,36.9,OK
Karnataka,Karnataka-Dist-07,2025-07-01,Education,5.1,0.712,0.667,0.396,6,0,1,301,25,146,124,6,100.0,0.01,26.5,OK
Karnataka,Karnataka-Dist-08,2023-01-01,Livelihoods,5.32,0.709,0.613,0.475,9,0,0,302,8,58,118,118,100.0,0.01,31.9,OK
Karnataka,Karnataka-Dist-08,2023-03-01,Skilling,4.85,0.729,0.563,0.475,4,0,0,288,12,53,104,119,100.0,0.01,33.5,OK
Karnataka,Karnataka-Dist-08,2023-04-01,Education,5.15,0.742,0.633,0.392,6,1,0,289,16,147,113,13,100.0,0.01,28.0,OK
Karnataka,Karnataka-Dist-08,2023-06-01,Livelihoods,4.16,0.69,0.605,0.37,5,0,1,289,15,50,116,108,97.8,0.01,30.0,OK
Karnataka,Karnataka-Dist-08,2023-12-01,WASH,5.41,0.642,0.766,0.456,6,0,0,287,23,52,111,101,100.0,0.01,29.3,OK
Karnataka,Karnataka-Dist-08,2024-01-01,WASH,4.34,0.785,0.648,0.421,4,0,0,275,13,55,98,109,100.0,0.015,42.2,OK
Karnataka,Karnataka-Dist-08,2024-03-01,Education,4.9,0.65,0.735,0.433,5,0,0,282,0,0,0,0,100.0,0.01,23.0,MISSING_AGE
Karnataka,Karnataka-Dist-08,2024-04-01,Livelihoods,3.3,0.705,0.765,0.393,6,1,0,283,14,47,105,117,93.1,0.01,30.2,OK
Karnataka,Karnataka-Dist-08,2024-10-01,Skilling,4.42,0.837,0.623,0.545,4,0,0,290,13,41,123,113,100.0,0.01,33.0,OK
Karnataka,Karnataka-Dist-08,2024-11-01,Education,4.65,0.543,0.774,0.416,4,0,0,278,10,137,104,27,100.0,0.01,22.8,OK
Karnataka,Karnataka-Dist-08,2024-12-01,Skilling,5.3,0.692,0.602,0.55,9,0,0,299,15,54,117,113,100.0,0.01,22.4,OK
Karnataka,Karnataka-Dist-08,2025-01-01,Livelihoods,5.2,0.702,0.916,0.393,6,0,0,297,10,51,93,143,100.0,0.01,30.7,OK
Karnataka,Karnataka-Dist-08,2025-02-01,WASH,3.99,0.756,0.72,0.399,4,0,0,282,0,0,0,0,95.3,0.01,25.5,MISSING_AGE
Karnataka,Karnataka-Dist-08,2025-03-01,Skilling,4.65,0.677,0.834,0.521,4,0,0,320,0,0,0,0,100.0,0.01,39.1,MISSING_AGE
