grant_id,theme,state,district,partner_id,partner_name,partner_type,hq_state,years_with_trust,prior_grants,start_date,end_date,months,budget_m_inr,n_tranches,need_index,rural_share,partner_capacity,disbursement_timeliness,on_time_reporting,budget_variance_pct,beneficiaries,cost_per_beneficiary_inr,outcome_index,risk_rating,data_quality_flag
G0239,Health,Odisha,Odisha-Dist-20,PARTNER-024,Partner 024,NGO,Bihar,7,6,2022-11-01,2024-09-01,22,96.97,4,0.215,0.404,2,0.583,0.777,0.186,1789,54201,80.1,4,OK
G0240,Education,Odisha,Odisha-Dist-05,PARTNER-094,Partner 094,CSR,West Bengal,0,0,2022-03-01,2024-04-01,25,93.75,3,0.2,0.89,1,0.507,0.558,0.219,2055,45618,74.4,4,OK
G0241,WASH,Rajasthan,Rajasthan-Dist-07,PARTNER-102,Partner 102,NGO,Jharkhand,10,14,2023-04-01,2024-02-01,10,55.9,2,0.2,0.428,3,0.755,0.7,0.121,1080,51757,67.6,2,OK
G0242,Education,Madhya Pradesh,Madhya-Dist-03,PARTNER-078,Partner 078,NGO,West Bengal,1,1,2022-06-01,2023-12-01,18,48.86,2,0.543,0.54,3,0.846,0.837,0.097,1203,40617,81.5,2,OK
G0243,Livelihoods,Karnataka,Karnataka-Dist-09,PARTNER-021,Partner 021,Government,Karnataka,4,3,2022-02-01,2024-01-01,23,47.56,4,0.2,0.594,3,0.693,0.897,0.076,954,49851,70.2,2,OK
G0244,Skilling,Uttar Pradesh,Uttar-Dist-04,PARTNER-029,Partner 029,NGO,Jharkhand,0,0,2023-02-01,2025-05-01,27,37.12,2,0.81,0.925,1,0.488,0.597,0.233,1315,28227,80.8,4,OK
G0245,Livelihoods,Telangana,Telangana-Dist-14,PARTNER-134,Partner 134,NGO,West Bengal,9,9,2022-11-01,2024-06-01,19,32.2,3,0.689,0.761,2,0.605,0.738,0.167,1017,31666,82.3,3,OK
G0246,Education,Karnataka,Karnataka-Dist-10,PARTNER-087,Partner 087,Academic,Madhya Pradesh,2,2,2021-09-01,2022-12-01,15,46.01,4,0.2,0.599,1,0.525,0.561,0.167,832,55298,69.7,3,OK
G0247,Health,Rajasthan,Rajasthan-Dist-05,PARTNER-029,Partner 029,NGO,Jharkhand,0,0,2023-07-01,2024-11-01,16,111.51,2,0.366,0.596,3,0.774,0.781,0.062,2288,48737,89.8,2,OK
G0248,Skilling,Jharkhand,Jharkhand-Dist-10,PARTNER-012,Partner 012,Academic,West Bengal,5,7,2022-03-01,2023-05-01,14,33.61,2,0.624,0.699,2,0.694,0.455,0.168,1026,32762,81.6,3,LATE_REPORTING
G0249,Health,Telangana,Telangana-Dist-20,PARTNER-096,Partner 096,NGO,West Bengal,0,0,2021-03-01,2022-09-01,18,65.1,5,0.333,0.669,3,0.663,0.665,0.124,1447,44986,73.1,2,OK
G0250,Livelihoods,Bihar,Bihar-Dist-13,PARTNER-066,Partner 066,NGO,Madhya Pradesh,0,0,2024-03-01,2026-06-01,27,71.62,4,0.667,0.631,1,0.47,0.523,0.111,2025,35367,76.5,3,OK
G0251,Livelihoods,Assam,Assam-Dist-03,PARTNER-084,Partner 084,NGO,Chhattisgarh,2,2,2021-08-01,2023-08-01,24,51.84,3,0.459,0.545,2,0.656,0.738,0.139,1220,42495,71.1,2,OK
G0252,WASH,Odisha,Odisha-Dist-08,PARTNER-007,Partner 007,CSR,Chhattisgarh,5,5,2021-06-01,2023-06-01,24,129.39,2,0.751,0.385,4,0.802,0.927,0.061,3181,40676,79.0,1,OK
G0253,Education,Rajasthan,Rajasthan-Dist-01,PARTNER-028,Partner 028,CSR,Assam,4,5,2024-03-01,2025-09-01,18,31.85,2,0.388,0.311,3,0.706,0.766,,497,64077,82.6,2,OK
G0254,Livelihoods,Andhra Pradesh,Andhra-Dist-09,PARTNER-076,Partner 076,CSR,Gujarat,0,0,2024-08-01,2026-07-01,23,73.06,2,0.211,0.491,2,0.683,0.482,0.074,1299,56240,63.5,3,LATE_REPORTING
G0255,Education,Chhattisgarh,Chhattisgarh-Dist-08,PARTNER-059,Partner 059,NGO,Andhra Pradesh,3,4,2023-12-01,2025-05-01,17,102.18,3,0.352,0.7,2,0.772,0.588,0.125,2394,42683,75.3,2,OK
G0256,Health,Madhya Pradesh,Madhya-Dist-02,PARTNER-001,Partner 001,NGO,Bihar,8,9,2024-03-01,2024-12-01,9,107.97,4,0.2,0.93,5,0.897,0.996,0.062,2330,46337,84.4,1,OK
G0257,WASH,Tamil Nadu,Tamil-Dist-07,PARTNER-104,Partner 104,NGO,Chhattisgarh,0,0,2023-09-01,2025-11-01,26,46.32,5,0.432,0.601,3,0.708,0.715,0.145,856,54109,65.8,3,OK
G0258,Livelihoods,Uttar Pradesh,Uttar-Dist-07,PARTNER-079,Partner 079,NGO,Madhya Pradesh,9,6,2021-10-01,2023-09-01,23,24.85,4,0.452,0.894,2,0.628,0.551,0.217,720,34510,79.3,2,OK
G0259,WASH,Telangana,Telangana-Dist-09,PARTNER-012,Partner 012,Academic,West Bengal,5,7,2021-12-01,2024-02-01,26,54.25,3,0.333,0.723,4,0.87,0.941,0.06,1432,37881,79.4,2,OK
G0260,Livelihoods,Jharkhand,Jharkhand-Dist-08,PARTNER-100,Partner 100,Academic,Andhra Pradesh,0,0,2023-11-01,2025-06-01,19,51.9,4,0.743,0.874,3,0.764,0.75,,1771,29303,72.3,4,OK
G0261,Skilling,Karnataka,Karnataka-Dist-09,PARTNER-112,Partner 112,NGO,Uttar Pradesh,0,0,2021-11-01,2023-03-01,16,60.77,2,0.275,0.499,2,0.555,0.601,0.109,1204,50470,75.3,3,OK
G0262,WASH,Jharkhand,Jharkhand-Dist-08,PARTNER-084,Partner 084,NGO,Chhattisgarh,2,2,2024-05-01,2025-02-01,9,46.04,3,0.563,0.527,4,0.905,0.876,0.085,1030,44697,83.2,3,OK
G0263,Education,West Bengal,West-Dist-03,PARTNER-060,Partner 060,NGO,Jharkhand,3,3,2023-09-01,2025-09-01,24,58.82,2,0.596,0.49,4,0.733,0.795,0.091,1519,38722,79.1,2,OK
G0264,Skilling,Rajasthan,Rajasthan-Dist-13,PARTNER-102,Partner 102,NGO,Jharkhand,10,14,2023-02-01,2024-03-01,13,28.59,2,0.355,0.612,4,0.899,0.818,0.048,566,50508,74.9,1,OK
G0265,Skilling,Odisha,Odisha-Dist-18,PARTNER-126,Partner 126,CSR,Rajasthan,5,7,2022-08-01,2024-11-01,27,59.92,2,0.481,0.711,2,0.575,0.62,0.117,1464,40928,72.1,3,OK
G0266,Livelihoods,Assam,Assam-Dist-14,PARTNER-118,Partner 118,NGO,Madhya Pradesh,7,10,2022-09-01,2023-06-01,9,36.99,4,0.614,0.722,3,0.682,0.82,0.156,1159,31914,84.0,1,OK
G0267,Education,Jharkhand,Jharkhand-Dist-10,PARTNER-050,Partner 050,NGO,Madhya Pradesh,9,11,2021-01-01,2023-04-01,27,33.57,3,0.316,0.702,4,0.824,0.905,0.057,721,46564,84.5,1,OK
G0268,WASH,Gujarat,Gujarat-Dist-12,PARTNER-032,Partner 032,NGO,Madhya Pradesh,2,2,2023-07-01,2024-07-01,12,45.3,3,0.2,0.677,4,0.778,1.0,0.138,909,49834,72.7,3,OK
G0269,Skilling,Odisha,Odisha-Dist-14,PARTNER-044,Partner 044,CSR,Jharkhand,0,0,2024-03-01,2025-06-01,15,28.75,2,0.502,0.716,1,0.608,0.53,0.152,920,31251,72.2,3,OK
G0270,Education,Uttar Pradesh,Uttar-Dist-14,PARTNER-100,Partner 100,Academic,Andhra Pradesh,0,0,2024-01-01,2025-06-01,17,41.06,3,0.322,0.476,3,0.646,0.703,0.124,953,43086,87.0,2,OK
G0271,Skilling,Rajasthan,Rajasthan-Dist-18,PARTNER-140,Partner 140,NGO,Assam,2,2,2021-09-01,2022-07-01,10,32.01,2,0.831,0.785,5,0.911,1.0,0.035,1225,26134,75.0,1,OK
G0272,WASH,Tamil Nadu,Tamil-Dist-16,PARTNER-009,Partner 009,CSR,Bihar,2,3,2023-09-01,2024-07-01,10,196.61,2,0.828,0.689,3,0.668,0.906,0.152,5792,33945,93.2,2,OK
G0273,Livelihoods,Gujarat,Gujarat-Dist-14,PARTNER-131,Partner 131,Academic,Gujarat,4,4,2023-01-01,2025-04-01,27,18.13,3,0.682,0.455,3,0.755,0.847,0.081,643,28203,86.5,2,OK
G0274,Livelihoods,Karnataka,Karnataka-Dist-15,PARTNER-116,Partner 116,Academic,Madhya Pradesh,5,7,2023-07-01,2024-07-01,12,51.53,4,0.435,0.508,2,0.614,0.577,0.077,1229,41926,83.4,3,OK
G0275,Health,Assam,Assam-Dist-01,PARTNER-119,Partner 119,Government,Bihar,9,13,2021-10-01,2023-11-01,25,98.61,3,0.52,0.768,3,0.605,0.902,0.052,2637,37393,83.3,3,OK
G0276,Skilling,Rajasthan,Rajasthan-Dist-08,PARTNER-114,Partner 114,NGO,Rajasthan,2,2,2023-07-01,2024-03-01,8,23.14,5,0.436,0.581,3,0.783,0.751,0.123,674,34326,78.2,2,OK
G0277,WASH,Bihar,Bihar-Dist-18,PARTNER-059,Partner 059,NGO,Andhra Pradesh,3,4,2023-11-01,2024-09-01,10,70.94,3,0.529,0.549,3,0.642,0.76,0.102,1797,39477,74.0,2,OK
G0278,Livelihoods,Maharashtra,Maharashtra-Dist-04,PARTNER-083,Partner 083,CSR,Rajasthan,9,13,2022-11-01,2023-12-01,13,36.85,2,0.622,0.751,4,0.79,0.743,0.114,1377,26762,71.5,2,OK
G0279,Education,Odisha,Odisha-Dist-04,PARTNER-074,Partner 074,CSR,Gujarat,10,8,2022-11-01,2024-01-01,14,165.73,3,0.663,0.674,5,0.874,1.0,0.018,4258,38922,85.0,2,OK
G0280,Skilling,Odisha,Odisha-Dist-11,PARTNER-019,Partner 019,Government,Telangana,10,15,2024-01-01,2025-05-01,16,39.05,2,0.2,0.25,5,0.937,1.0,0.075,540,72309,72.7,1,OK
G0281,Livelihoods,Karnataka,Karnataka-Dist-16,PARTNER-064,Partner 064,NGO,Andhra Pradesh,7,6,2021-05-01,2022-12-01,19,45.27,4,0.748,0.512,3,0.67,0.765,0.107,1164,38889,74.5,4,OK
G0282,Livelihoods,Gujarat,Gujarat-Dist-16,PARTNER-034,Partner 034,CSR,Tamil Nadu,5,3,2022-08-01,2024-07-01,23,104.92,4,0.899,0.584,1,0.437,0.533,0.205,3189,32901,75.3,3,OK
G0283,Livelihoods,Jharkhand,Jharkhand-Dist-16,PARTNER-006,Partner 006,CSR,Maharashtra,1,1,2021-03-01,2021-12-01,9,54.93,4,0.912,0.746,3,0.708,0.815,0.196,1941,28298,84.0,2,OK
G0284,Livelihoods,Maharashtra,Maharashtra-Dist-04,PARTNER-135,Partner 135,NGO,Rajasthan,1,1,2021-01-01,2023-04-01,27,72.54,5,0.696,0.819,3,0.636,0.745,0.111,2283,31774,72.8,2,OK
G0285,Skilling,Madhya Pradesh,Madhya-Dist-20,PARTNER-053,Partner 053,Academic,Tamil Nadu,8,10,2024-09-01,2025-09-01,12,38.02,3,0.4,0.352,4,0.851,0.933,0.088,617,61619,73.1,2,OK
G0286,Health,Bihar,Bihar-Dist-13,PARTNER-032,Partner 032,NGO,Madhya Pradesh,2,2,2022-03-01,2023-02-01,11,75.66,4,0.69,0.509,3,0.597,0.724,0.148,1696,44609,87.4,2,OK
G0287,Skilling,Karnataka,Karnataka-Dist-19,PARTNER-028,Partner 028,CSR,Assam,4,5,2021-01-01,2022-12-01,23,30.28,2,0.728,0.91,3,0.811,0.776,0.208,980,30898,71.9,2,OK
G0288,Education,Jharkhand,Jharkhand-Dist-17,PARTNER-052,Partner 052,Academic,Maharashtra,8,12,2022-01-01,2023-03-01,14,73.59,2,0.2,0.675,2,0.583,0.6,0.135,1842,39951,79.2,3,OK
G0289,Skilling,Jharkhand,Jharkhand-Dist-10,PARTNER-080,Partner 080,Academic,Uttar Pradesh,10,15,2023-12-01,2024-09-01,9,53.9,2,0.707,0.736,4,0.977,0.891,0.176,1755,30710,83.1,2,OK
G0290,Skilling,Jharkhand,Jharkhand-Dist-11,PARTNER-069,Partner 069,CSR,Gujarat,8,7,2021-06-01,2023-06-01,24,60.72,3,0.239,0.466,3,0.739,0.797,0.195,1149,52841,73.1,2,OK
G0291,Education,Gujarat,Gujarat-Dist-20,PARTNER-004,Partner 004,NGO,Gujarat,10,15,2022-01-01,2024-02-01,25,69.38,5,0.431,0.809,4,0.925,0.861,-0.022,1861,37279,83.2,2,OK
G0292,Livelihoods,Jharkhand,Jharkhand-Dist-08,PARTNER-084,Partner 084,NGO,Chhattisgarh,2,2,2021-07-01,2022-04-01,9,59.62,3,0.204,0.415,5,0.982,1.0,0.034,1018,58569,76.0,1,OK
G0293,WASH,Andhra Pradesh,Andhra-Dist-19,PARTNER-054,Partner 054,NGO,Bihar,10,10,2021-08-01,2022-07-01,11,38.08,3,0.276,0.508,4,0.951,0.934,0.138,812,46891,74.2,1,OK
G0294,Skilling,Jharkhand,Jharkhand-Dist-12,PARTNER-073,Partner 073,NGO,Chhattisgarh,7,9,2022-02-01,2023-09-01,19,15.05,2,0.646,0.641,5,1.0,0.984,0.046,717,20984,80.0,1,OK
G0295,Skilling,Assam,Assam-Dist-15,PARTNER-070,Partner 070,Academic,Chhattisgarh,9,12,2024-07-01,2026-10-01,27,34.97,6,0.471,0.704,3,0.787,0.85,0.076,822,42544,72.5,3,OK
G0296,Skilling,Assam,Assam-Dist-19,PARTNER-047,Partner 047,NGO,Gujarat,8,9,2023-03-01,2024-03-01,12,73.53,2,0.616,0.833,4,0.759,0.81,0.076,2110,34847,92.2,2,OK
G0297,Livelihoods,Bihar,Bihar-Dist-01,PARTNER-100,Partner 100,Academic,Andhra Pradesh,0,0,2024-04-01,2025-03-01,11,68.4,2,0.476,0.488,2,0.583,0.562,0.182,1584,43184,74.4,3,OK
G0298,WASH,Assam,Assam-Dist-20,PARTNER-134,Partner 134,NGO,West Bengal,9,9,2024-10-01,2026-06-01,20,93.73,4,0.558,0.98,3,0.703,0.728,0.171,3059,30639,80.8,3,OK
G0299,Livelihoods,Bihar,Bihar-Dist-15,PARTNER-115,Partner 115,NGO,Rajasthan,8,5,2022-08-01,2023-11-01,15,51.4,2,0.615,0.612,3,0.798,0.796,0.113,1384,37141,74.9,1,OK
G0300,WASH,Chhattisgarh,Chhattisgarh-Dist-19,PARTNER-120,Partner 120,NGO,Chhattisgarh,0,0,2023-10-01,2024-08-01,10,107.0,4,0.661,0.723,2,0.631,0.768,0.229,3225,33177,77.0,3,OK
G0301,Livelihoods,Assam,Assam-Dist-14,PARTNER-045,Partner 045,NGO,Karnataka,7,8,2024-03-01,2025-01-01,10,86.7,3,0.2,0.789,4,0.886,0.894,0.138,1938,44736,67.9,2,OK
G0302,Education,Chhattisgarh,Chhattisgarh-Dist-11,PARTNER-041,Partner 041,NGO,Andhra Pradesh,2,2,2024-12-01,2026-01-01,13,36.88,3,0.678,0.752,1,0.484,0.521,0.187,1222,30177,76.1,3,OK
G0303,Education,Gujarat,Gujarat-Dist-10,PARTNER-109,Partner 109,NGO,Jharkhand,9,12,2021-04-01,2023-04-01,24,50.5,3,0.385,0.577,3,0.695,0.814,0.121,1242,40659,77.5,3,OK
G0304,Health,Rajasthan,Rajasthan-Dist-17,PARTNER-078,Partner 078,NGO,West Bengal,1,1,2022-11-01,2024-10-01,23,26.4,4,0.2,0.548,2,0.641,0.633,0.22,575,45916,79.3,2,OK
G0305,Education,Odisha,Odisha-Dist-16,PARTNER-012,Partner 012,Academic,West Bengal,5,7,2023-04-01,2025-06-01,26,32.47,4,0.347,0.805,4,0.826,0.821,0.048,1044,31098,87.3,2,OK
G0306,Education,Madhya Pradesh,Madhya-Dist-14,PARTNER-031,Partner 031,Academic,West Bengal,4,3,2022-10-01,2024-08-01,22,65.27,4,0.424,0.531,3,0.724,0.9,,1344,48564,79.6,2,OK
G0307,Livelihoods,Madhya Pradesh,Madhya-Dist-04,PARTNER-123,Partner 123,Government,Rajasthan,0,0,2022-12-01,2024-09-01,21,55.81,4,0.285,0.77,2,0.617,0.781,0.161,1477,37788,78.6,2,OK
G0308,Education,West Bengal,West-Dist-11,PARTNER-077,Partner 077,NGO,Odisha,9,13,2022-12-01,2024-09-01,21,74.99,3,0.647,0.646,5,0.892,1.0,0.014,2042,36723,86.3,2,OK
G0309,WASH,Karnataka,Karnataka-Dist-15,PARTNER-140,Partner 140,NGO,Assam,2,2,2023-09-01,2025-12-01,27,34.55,2,0.349,0.614,3,0.697,0.726,0.129,817,42288,69.7,2,OK
G0310,WASH,Madhya Pradesh,Madhya-Dist-15,PARTNER-043,Partner 043,NGO,Karnataka,6,6,2022-11-01,2023-07-01,8,71.08,3,0.725,0.648,5,0.855,0.952,0.073,2220,32019,75.6,2,OK
G0311,WASH,Jharkhand,Jharkhand-Dist-03,PARTNER-109,Partner 109,NGO,Jharkhand,9,12,2023-10-01,2025-05-01,19,55.0,2,0.516,0.742,3,0.776,0.658,0.071,1480,37164,80.7,2,OK
G0312,Livelihoods,Tamil Nadu,Tamil-Dist-10,PARTNER-103,Partner 103,Academic,West Bengal,0,0,2022-12-01,2024-08-01,20,34.76,2,0.53,0.554,2,0.653,0.748,0.088,939,37013,72.8,3,OK
G0313,Education,Chhattisgarh,Chhattisgarh-Dist-02,PARTNER-118,Partner 118,NGO,Madhya Pradesh,7,10,2023-06-01,2025-01-01,19,98.49,3,0.3,0.545,4,0.846,0.895,0.068,2134,46152,84.2,2,OK
G0314,Skilling,Maharashtra,Maharashtra-Dist-06,PARTNER-068,Partner 068,NGO,West Bengal,9,7,2022-09-01,2024-12-01,27,39.68,3,0.328,0.724,3,0.728,0.73,0.1,950,41769,70.5,2,OK
G0315,WASH,Maharashtra,Maharashtra-Dist-09,PARTNER-058,Partner 058,NGO,Assam,2,1,2021-04-01,2023-03-01,23,63.73,5,0.502,0.856,3,0.76,0.825,0.055,2066,30847,77.7,2,OK
G0316,Skilling,Uttar Pradesh,Uttar-Dist-10,PARTNER-063,Partner 063,NGO,Uttar Pradesh,8,10,2022-05-01,2024-07-01,26,36.75,2,0.2,0.679,5,0.876,1.0,0.088,730,50346,72.8,1,OK
G0317,Livelihoods,Jharkhand,Jharkhand-Dist-03,PARTNER-092,Partner 092,NGO,Maharashtra,9,12,2022-10-01,2024-09-01,23,24.04,2,0.208,0.612,4,0.789,0.824,0.049,443,54271,77.9,2,OK
G0318,WASH,Gujarat,Gujarat-Dist-10,PARTNER-073,Partner 073,NGO,Chhattisgarh,7,9,2024-01-01,2024-10-01,9,55.1,4,0.365,0.642,4,0.838,0.828,0.236,900,61216,77.8,2,OK
G0319,Education,Andhra Pradesh,Andhra-Dist-02,PARTNER-111,Partner 111,NGO,Assam,5,7,2023-03-01,2024-09-01,18,47.46,3,0.2,0.659,4,0.831,0.829,0.079,1063,44643,69.0,1,OK
G0320,Health,West Bengal,West-Dist-08,PARTNER-069,Partner 069,CSR,Gujarat,8,7,2024-05-01,2025-12-01,19,186.48,4,0.647,0.96,4,0.809,0.949,0.093,5772,32307,91.8,3,OK
G0321,Livelihoods,Karnataka,Karnataka-Dist-03,PARTNER-005,Partner 005,NGO,Andhra Pradesh,0,0,2021-11-01,2022-10-01,11,29.6,3,0.867,0.695,4,0.759,0.85,,826,35829,84.5,3,OK
G0322,Livelihoods,West Bengal,West-Dist-12,PARTNER-114,Partner 114,NGO,Rajasthan,2,2,2021-01-01,2023-01-01,24,64.39,3,0.597,0.805,4,0.92,1.0,0.021,2048,31439,77.4,1,OK
G0323,WASH,Bihar,Bihar-Dist-13,PARTNER-066,Partner 066,NGO,Madhya Pradesh,0,0,2021-05-01,2023-07-01,26,25.39,4,0.579,0.409,3,0.732,0.743,0.23,501,50669,67.8,2,OK
G0324,Skilling,Karnataka,Karnataka-Dist-15,PARTNER-109,Partner 109,NGO,Jharkhand,9,12,2024-12-01,2026-05-01,17,53.87,3,0.525,0.639,2,0.53,0.642,0.17,1444,37305,70.7,3,OK
G0325,Skilling,Jharkhand,Jharkhand-Dist-03,PARTNER-006,Partner 006,CSR,Maharashtra,1,1,2024-04-01,2026-04-01,24,36.05,6,0.551,0.788,2,0.571,0.615,0.152,997,36155,69.4,2,OK
G0326,Education,Gujarat,Gujarat-Dist-06,PARTNER-021,Partner 021,Government,Karnataka,4,3,2024-01-01,2024-09-01,8,63.12,4,0.307,0.614,3,0.744,0.737,0.112,1317,47924,72.8,2,OK
G0327,WASH,Karnataka,Karnataka-Dist-01,PARTNER-079,Partner 079,NGO,Madhya Pradesh,9,6,2023-02-01,2024-02-01,12,86.29,5,0.469,0.625,3,0.675,0.718,0.167,1989,43384,79.3,1,OK
G0328,Health,Bihar,Bihar-Dist-18,PARTNER-139,Partner 139,NGO,Odisha,6,9,2021-01-01,2022-02-01,13,53.65,5,0.2,0.546,5,0.976,0.946,0.045,1097,48907,86.9,1,OK
G0329,Health,Madhya Pradesh,Madhya-Dist-14,PARTNER-098,Partner 098,CSR,Telangana,10,11,2023-01-01,2024-07-01,18,192.91,4,0.699,0.836,4,0.736,0.812,0.094,5760,33491,83.6,2,OK
G0330,Health,Maharashtra,Maharashtra-Dist-14,PARTNER-132,Partner 132,NGO,Uttar Pradesh,6,9,2022-05-01,2023-02-01,9,83.38,4,0.392,0.898,3,0.636,0.835,0.082,2272,36697,74.9,3,OK
G0331,Livelihoods,Chhattisgarh,Chhattisgarh-Dist-02,PARTNER-030,Partner 030,Academic,Chhattisgarh,2,1,2024-02-01,2025-03-01,13,36.38,3,0.748,0.822,2,0.656,0.596,0.128,1549,23488,78.7,3,OK
G0332,Education,Chhattisgarh,Chhattisgarh-Dist-11,PARTNER-086,Partner 086,CSR,Chhattisgarh,0,0,2023-10-01,2025-02-01,16,66.95,2,0.907,0.817,3,0.728,0.773,0.091,2392,27988,91.6,4,OK
G0333,Health,Telangana,Telangana-Dist-09,PARTNER-098,Partner 098,CSR,Telangana,10,11,2022-02-01,2022-10-01,8,103.81,5,0.213,0.338,2,0.791,0.591,0.192,1632,63611,84.1,2,OK
G0334,Skilling,Karnataka,Karnataka-Dist-20,PARTNER-020,Partner 020,NGO,Gujarat,4,2,2023-07-01,2025-10-01,27,47.17,3,0.23,0.614,2,0.654,0.654,0.099,713,66161,74.6,4,OK
G0335,Skilling,Madhya Pradesh,Madhya-Dist-09,PARTNER-089,Partner 089,NGO,Assam,2,2,2023-09-01,2025-03-01,18,40.45,3,0.843,0.445,2,0.558,0.592,0.169,1316,30738,74.4,3,OK
G0336,Livelihoods,Odisha,Odisha-Dist-18,PARTNER-080,Partner 080,Academic,Uttar Pradesh,10,15,2024-02-01,2026-04-01,26,21.7,3,0.609,0.634,3,0.756,0.726,0.199,626,34659,78.6,2,OK
G0337,Health,West Bengal,West-Dist-05,PARTNER-044,Partner 044,CSR,Jharkhand,0,0,2023-07-01,2025-01-01,18,58.97,2,0.833,0.374,3,0.688,0.765,0.17,1642,35911,80.5,2,OK
G0338,Education,Bihar,Bihar-Dist-17,PARTNER-082,Partner 082,CSR,Bihar,4,4,2024-04-01,2026-01-01,21,19.75,3,0.519,0.741,3,0.665,0.741,0.163,437,45185,72.0,3,OK
G0339,Education,Karnataka,Karnataka-Dist-16,PARTNER-055,Partner 055,NGO,Bihar,7,7,2024-02-01,2024-10-01,8,110.02,3,0.457,0.504,5,0.987,0.863,0.02,2447,44962,83.6,2,OK
G0340,Skilling,West Bengal,West-Dist-15,PARTNER-098,Partner 098,CSR,Telangana,10,11,2022-11-01,2023-08-01,9,29.31,3,0.767,0.885,4,0.833,0.936,0.179,1176,24927,86.0,2,OK
G0341,Livelihoods,West Bengal,West-Dist-07,PARTNER-110,Partner 110,NGO,West Bengal,1,1,2024-06-01,2025-08-01,14,43.07,2,0.359,0.581,2,0.706,0.658,0.076,1127,38220,81.1,3,OK
G0342,Skilling,Uttar Pradesh,Uttar-Dist-09,PARTNER-015,Partner 015,NGO,Jharkhand,0,0,2024-09-01,2026-02-01,17,15.13,3,0.6,0.447,2,0.615,0.528,0.137,266,56874,69.6,2,OK
G0343,Livelihoods,Telangana,Telangana-Dist-17,PARTNER-138,Partner 138,NGO,Uttar Pradesh,4,4,2023-04-01,2025-03-01,23,42.53,2,0.2,0.773,4,0.797,0.853,0.017,1292,32919,76.5,2,OK
G0344,Education,Bihar,Bihar-Dist-08,PARTNER-128,Partner 128,Academic,Telangana,9,13,2021-01-01,2023-04-01,27,79.89,4,0.2,0.608,5,1.0,1.0,0.035,1396,57229,86.0,1,OK
G0345,Education,Telangana,Telangana-Dist-11,PARTNER-037,Partner 037,Government,Bihar,10,12,2024-07-01,2026-03-01,20,58.71,3,0.272,0.572,5,0.905,1.0,0.147,1270,46226,76.9,2,OK
G0346,Skilling,Assam,Assam-Dist-16,PARTNER-091,Partner 091,CSR,Assam,5,4,2022-08-01,2023-06-01,10,44.91,5,0.246,0.817,3,0.756,0.913,0.026,1066,42132,76.6,2,OK
G0347,Education,Gujarat,Gujarat-Dist-02,PARTNER-093,Partner 093,CSR,Karnataka,9,12,2024-10-01,2026-07-01,21,68.68,3,0.282,0.98,4,0.891,0.815,0.12,1792,38325,79.0,2,OK
G0348,Health,Maharashtra,Maharashtra-Dist-17,PARTNER-083,Partner 083,CSR,Rajasthan,9,13,2023-03-01,2023-12-01,9,88.44,5,0.866,0.771,4,0.732,0.888,0.12,2994,29538,83.7,3,OK
G0349,Skilling,West Bengal,West-Dist-10,PARTNER-062,Partner 062,CSR,Andhra Pradesh,4,3,2022-07-01,2024-06-01,23,14.58,4,0.2,0.825,1,0.459,0.598,0.134,287,50811,61.1,4,OK
G0350,WASH,Assam,Assam-Dist-04,PARTNER-128,Partner 128,Academic,Telangana,9,13,2021-08-01,2022-12-01,16,50.93,3,0.348,0.371,5,0.962,1.0,0.053,878,58007,78.5,1,OK
G0351,WASH,Odisha,Odisha-Dist-09,PARTNER-025,Partner 025,NGO,Madhya Pradesh,9,7,2023-03-01,2024-10-01,19,20.5,2,0.329,0.863,4,0.73,0.899,0.13,628,32638,75.3,2,OK
G0352,Skilling,Bihar,Bihar-Dist-13,PARTNER-113,Partner 113,CSR,Telangana,2,2,2024-01-01,2025-04-01,15,31.15,3,0.694,0.603,2,0.686,0.617,0.053,978,31849,76.8,2,OK
G0353,Skilling,Uttar Pradesh,Uttar-Dist-04,PARTNER-007,Partner 007,CSR,Chhattisgarh,5,5,2023-12-01,2025-03-01,15,69.64,3,0.681,0.794,2,0.549,0.649,0.129,2274,30626,78.4,4,OK
G0354,Health,Karnataka,Karnataka-Dist-16,PARTNER-027,Partner 027,NGO,Jharkhand,3,2,2022-05-01,2023-05-01,12,82.22,5,0.2,0.735,2,0.607,0.664,0.065,1536,53531,84.5,3,OK
G0355,Livelihoods,Andhra Pradesh,Andhra-Dist-05,PARTNER-063,Partner 063,NGO,Uttar Pradesh,8,10,2023-03-01,2023-12-01,9,74.3,2,0.769,0.641,2,0.594,0.601,0.199,2174,34177,72.8,3,OK
G0356,WASH,Karnataka,Karnataka-Dist-12,PARTNER-084,Partner 084,NGO,Chhattisgarh,2,2,2024-01-01,2026-03-01,26,82.76,5,0.234,0.797,3,0.733,0.84,0.085,2023,40911,66.6,1,OK
G0357,Livelihoods,Uttar Pradesh,Uttar-Dist-02,PARTNER-034,Partner 034,CSR,Tamil Nadu,5,3,2021-10-01,2023-03-01,17,46.2,2,0.358,0.937,3,0.86,0.724,0.132,1367,33798,80.2,2,OK
G0358,WASH,Assam,Assam-Dist-14,PARTNER-031,Partner 031,Academic,West Bengal,4,3,2023-04-01,2024-05-01,13,61.32,3,0.487,0.598,5,0.867,1.0,0.04,1605,38205,74.5,1,OK
